"4FGL J0050.4-0452"," 12.6121"," -4.8806","  27.081","1.0625E-09","1.4007E-11","PowerLaw","  2.3977","  2.3649","  0.0486","fsrq","PKS 0047-051","9.200000E-01","LSP"
"4FGL J0050.7-0929"," 12.6753"," -9.4936","  66.413","3.7674E-09","3.4208E-11","LogParabola","  2.0404","  1.9369","  0.0708","BLL","PKS 0048-09","6.350000E-01","ISP"
"4FGL J0051.1-0648"," 12.7824"," -6.8096","  22.771","9.8595E-10","9.2090E-12","LogParabola","  2.3343","  2.1873","  0.1621","fsrq","PKS 0048-071","1.975000E+00","LSP"
"4FGL J0051.2-6242"," 12.8243","-62.7037","  44.775","1.4469E-09","1.6271E-11","LogParabola","  1.7115","  1.5158","  0.1100","bll","1RXS J005117.7-624154","3.000000E-01","HSP"
"4FGL J0051.5-4220"," 12.8793","-42.3455","   6.732","1.4799E-10","3.6435E-12","PowerLaw","  2.8502","  2.6557","  0.2722","fsrq","PKS 0048-427","1.749000E+00","LSP"
"4FGL J0052.9-6644"," 13.2490","-66.7363","   6.939","1.3753E-10","1.5601E-12","PowerLaw","  1.9473","  1.9252","  0.0202","bcu","PMN J0052-6641","NULL","NULL"
"4FGL J0054.4+8627"," 13.6074"," 86.4531","   9.881","2.5747E-10","5.3497E-12","PowerLaw","  2.7462","  2.7030","  0.1164","bcu","WN B0046.2+8611","NULL","LSP"
"4FGL J0054.7-2455"," 13.6945","-24.9330","  26.827","8.3758E-10","9.2307E-12","LogParabola","  1.7468","  1.5870","  0.0916","bll","FRBA J0054-2455","1.200000E-01","HSP"
"4FGL J0054.8-1954"," 13.7039","-19.9120","   4.904","1.3581E-10","1.7213E-12","PowerLaw","  2.3548","  2.3211","  0.1107","bcu","TXS 0052-201","NULL","LSP"
"4FGL J0055.1-1219"," 13.7805","-12.3204","  14.573","4.6140E-10","5.6777E-12","PowerLaw","  2.3187","  2.2342","  0.1486","bcu","TXS 0052-125","NULL","LSP"
"4FGL J0056.3-0935"," 14.0874"," -9.5997","  20.421","6.7880E-10","7.9880E-12","PowerLaw","  1.8709","  1.8670","  0.0035","bll","TXS 0053-098","1.031470E-01","ISP"
"4FGL J0056.4-2118"," 14.1204","-21.3029","  23.015","7.9540E-10","6.7219E-12","LogParabola","  1.9174","  1.7609","  0.1224","bll","PMN J0056-2117","NULL","ISP"
"4FGL J0056.6-4452"," 14.1548","-44.8729","   5.254","1.2175E-10","1.5803E-12","PowerLaw","  2.3814","  2.2796","  0.1548","bcu","PKS 0054-451","NULL","LSP"
"4FGL J0056.6-5317"," 14.1591","-53.2956","   8.930","1.9806E-10","2.2074E-12","PowerLaw","  2.1074","  1.8862","  0.2332","bcu","CRATES J005630.93-531931.5","NULL","ISP"
"4FGL J0056.8+1626"," 14.2020"," 16.4360","   5.808","1.9939E-10","2.2601E-12","PowerLaw","  2.1745","  1.9861","  0.1317","bll","TXS 0054+161","2.060000E-01","LSP"
"4FGL J0057.7+3023"," 14.4498"," 30.3970","   9.471","3.1162E-10","3.9176E-12","PowerLaw","  2.3453","  2.3713"," -0.0372","rdg","NGC 315","1.648500E-02","LSP"
"4FGL J0058.0-0539"," 14.5108"," -5.6550","  12.855","4.3445E-10","6.1088E-12","PowerLaw","  2.4597","  2.4570","  0.0028","fsrq","PKS 0055-059","1.245600E+00","LSP"
"4FGL J0058.0-3233"," 14.5132","-32.5658","  38.284","1.4717E-09","1.2366E-11","LogParabola","  2.1070","  1.9547","  0.1121","bll","PKS 0055-328","NULL","LSP"
"4FGL J0058.4+3315"," 14.6101"," 33.2505","   7.979","2.4008E-10","3.0593E-12","PowerLaw","  2.3610","  2.3250","  0.0339","fsrq","MG3 J005830+3311","1.369000E+00","LSP"
"4FGL J0058.6-1140"," 14.6500","-11.6791","   4.991","1.2682E-10","1.4150E-12","PowerLaw","  2.0090","  2.0077"," -0.0485","bcu","NVSS J005832-114050","NULL","NULL"
"4FGL J0059.2+0006"," 14.8073","  0.1166","   5.857","1.8685E-10","2.3756E-12","PowerLaw","  2.3584","  2.3476","  0.0133","fsrq","PKS 0056-00","7.190170E-01","LSP"
"4FGL J0059.3-0152"," 14.8361"," -1.8725","   8.841","2.0467E-10","2.5641E-12","PowerLaw","  1.7836","  1.5984","  0.1609","bll","RX J0059.3-0150","1.440000E-01","HSP"
"4FGL J0059.5-3512"," 14.8850","-35.2117","   8.081","1.6609E-10","1.8513E-12","PowerLaw","  2.0154","  1.6968","  0.2628","bll","1RXS J005932.3-351049","NULL","NULL"
"4FGL J0100.3+0745"," 15.0932","  7.7647","  35.829","1.6511E-09","1.3141E-11","LogParabola","  1.9051","  1.6724","  0.1610","bll","GB6 J0100+0745","NULL","ISP"
"4FGL J0101.0-0059"," 15.2629"," -0.9904","   5.192","1.5855E-10","2.0913E-12","PowerLaw","  2.3983","  2.4325"," -0.0303","bll","NVSS J010058-005547","6.700000E-01","ISP"
